retailer,product_id,name,brand,size_raw,price,was_price,unit_price,unit_measure,is_on_special,result_rank,search_term,category,snapshot_date,fetched_at
coles,3380451,Cucina Matese Penne Rigate No.118 Italian Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,8,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,404021,San Remo Penne Pasta,San Remo,750g,3.6,,0.48,100g,False,9,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9477432,Coles Organic Penne Pasta,Coles Organic,500g,1.95,,0.39,100g,False,10,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3797281,Vetta Pasta Penne,Vetta,500g,1.4,1.5,0.28,100g,True,11,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3944579,Coles I'm Free From Penne Pasta,Coles I'm Free From,500g,2.5,,0.5,100g,False,12,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3329126,Coles Simply Pasta Spirals,Coles Simply,500g,0.9,,0.18,100g,False,13,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3329115,Coles Simply Pasta Spaghetti,Coles Simply,500g,0.9,,0.18,100g,False,14,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,1211340,Barilla Collezione Pasta Orecchiette,Barilla,500g,3.15,4.5,0.63,100g,False,15,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,278211,Zafarelli Elicoidali Pasta No 57,Zafarelli,500g,2,,0.4,100g,False,16,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,278153,Zafarelli Fusilli Pasta No 17,Zafarelli,500g,2,,0.4,100g,False,17,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,8947858,Zafarelli Spirali Pasta No 56,Zafarelli,500g,2,,0.4,100g,False,18,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,6990878,San Remo Linguine Pasta No 1,San Remo,500g,2.3,2.95,0.46,100g,False,19,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9423808,Barilla Pasta Risoni,Barilla,500g,3.5,,0.7,100g,False,20,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,4370690,Barilla Rigatoni Pasta,Barilla,500g,3.5,,0.7,100g,False,21,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,5010453,Barilla Pasta Fusilli,Barilla,500g,3.5,,0.7,100g,False,22,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,242407,San Remo Pasta Thin Spaghetti,San Remo,500g,2.3,2.95,0.46,100g,False,23,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,296392,San Remo Pasta Instant Spaghetti,San Remo,500g,2.3,2.95,0.46,100g,False,24,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,8436735,Cucina Matese Ditali Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,25,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,125550,Zafarelli Lisio Piccolo Pasta No 40,Zafarelli,500g,2,,0.4,100g,False,26,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,6825102,La Molisana Pasta Casareccia,La Molisana,500g,3.7,,0.74,100g,False,27,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,1691086,Vetta Smart Fibre Penne Pasta,Vetta,500g,2.35,,0.47,100g,False,28,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,5714650,La Molisana Farfalle Pasta No 66,La Molisana,500g,3.7,,0.74,100g,False,29,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9423885,Barilla Collezione Pasta Casarecce,Barilla,500g,3.15,4.5,0.63,100g,False,30,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,8649690,Barilla Pasta Pipe Rigate,Barilla,500g,3.5,,0.7,100g,False,31,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9019030,Barilla Chifferi Elbow Pasta,Barilla,500g,3.5,,0.7,100g,False,32,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9185186,Barilla Al Bronzo Pasta Fusilli,Barilla,500g,2.8,4.3,0.56,100g,False,33,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,4514983,Coles Durum Wheat Pasta Bowties,Coles,500g,1,,0.2,100g,False,34,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3329137,Coles Durum Wheat Pasta Macaroni,Coles,500g,1,,0.2,100g,False,35,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,4515283,Coles Durum Wheat Pasta Rigatoni,Coles,500g,1,,0.2,100g,False,36,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3380430,Cucina Matese Orecchiette No.119 Italian Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,37,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3380462,Cucina Matese Rigatoni No.117 Italian Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,38,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3380495,Cucina Matese Fusilli No.114 Italian Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,39,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,9579895,San Remo Curly Fettuccine Pasta No 80,San Remo,500g,2.3,2.95,0.46,100g,False,40,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3329035,Coles Durum Wheat Pasta Large Spirals,Coles,500g,1,,0.2,100g,False,41,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3329057,Coles Durum Wheat Pasta Shells Large,Coles,500g,1,,0.2,100g,False,42,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,207825,San Remo Plain Fettuccine Pasta,San Remo,500g,2.3,2.95,0.46,100g,False,43,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,278164,Zafarelli Pennette Rigate No18 Pasta,Zafarelli,500g,2,,0.4,100g,False,44,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,4409617,La Molisana Chifferi Rigati No. 55 Pasta,La Molisana,500g,3.7,,0.74,100g,False,45,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3380440,Cucina Matese Farfalle Rigate No.121 Italian Pasta,Cucina Matese,500g,2.8,,0.56,100g,False,46,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,3380473,Cucina Matese Conchiglie Rigate Italian Pasta No 116,Cucina Matese,500g,2.8,,0.56,100g,False,47,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
coles,206196,San Remo Spaghetti No 5,San Remo,500g,2.3,2.95,0.46,100g,False,48,penne pasta 500g,pantry,2026-09-01,2026-08-31T20:10:54.530859+00:00
woolworths,452031,Leggo's Tuna Bake Pasta Sauce 500g,Leggo's,500g,4.3,4.3,0.86,100G,False,1,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,758299,Dolmio Extra Spicy Peppers Tomato Pasta Sauce 500g,Dolmio,500g,4.6,4.6,0.92,100G,False,2,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,758286,Dolmio Extra Bolognese Tomato Pasta Sauce 500g,Dolmio,500g,4.6,4.6,0.92,100G,False,3,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,758342,Dolmio Extra Tomato Onion & Roast Garlic Pasta Sauce 500g,Dolmio,500g,4.6,4.6,0.92,100G,False,4,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,451923,Leggo's Roasted Garlic Chunky Tomato & Onion Pasta Sauce 500g,Leggo's,500g,3.3,3.3,0.66,100G,False,5,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,758377,Dolmio Classic Tomato With Basil Pasta Sauce 500g,Dolmio,500g,2.5,2.5,0.5,100G,False,6,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,6058442,Leggo's Beef Ragu with Chunky Tomato Garlic & Herbs Pasta Sauce 500g,Leggo's,500g,3.3,3.3,0.66,100G,False,7,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,952665,Woolworths Bechamel Cheese Lasagne Bake Sauce 500g,Woolworths,500g,3.3,3.3,0.66,100G,False,8,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,265492,Simply Wize Napolitana Pasta Sauce 500g,Simply Wize,500g,5.8,5.8,1.16,100G,False,9,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,6058426,Leggo's Marry Me Chicken Pasta Bake Sauce 500g,Leggo's,500g,4.3,4.3,0.86,100G,False,10,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9978540,Coles Kitchen Pasta Sauce Carbonara,Coles Kitchen,480g,4.95,,1.03,100g,False,1,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8070688,Island Pasta Company Puttanesca,Island Pasta Company,500g,11,,2.2,100g,False,2,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9978529,Coles Kitchen Pasta Sauce Bolognese,Coles Kitchen,480g,4.95,,1.03,100g,False,3,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8069420,Island Pasta Company Salsa Di Pomodoro,Island Pasta Company,500g,11,,2.2,100g,False,4,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8070190,Island Pasta Company Sugo Ai Piselli,Island Pasta Company,500g,11,,2.2,100g,False,5,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9978562,Coles Kitchen Pasta Sauce Tomato Basil,Coles Kitchen,480g,4.95,,1.03,100g,False,6,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9954600,Latina Tomato & Garlic Pasta Sauce,Latina,250g,5.5,,2.2,100g,False,7,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9954622,Latina Creamy Carbonara Pasta Sauce,Latina,250g,5.5,,2.2,100g,False,8,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,5404109,Latina Fresh Creamy Carbonara Pasta Sauce,Latina,425g,7.5,,1.76,100g,False,9,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,5220241,Latina Fresh Beef Bolognese Pasta Sauce,Latina,425g,7.5,,1.76,100g,False,10,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,5233232,Latina Fresh Italian Style Tomato & Garlic Pasta Sauce,Latina,425g,7.5,,1.76,100g,False,11,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,6026890,Latina Fresh Creamy Sun-dried Tomato Pasta Sauce,Latina,425g,7.5,,1.76,100g,False,12,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9954644,Latina Creamy Sun Dried Tomato Sauce,Latina,250g,5.5,,2.2,100g,False,13,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8155394,Rare Bear Mediterranean Vegetable Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,14,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9164255,Providore Creamy Tomato Vodka Pasta Sauce,Providore,400g,5,6,1.25,100g,False,15,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8154369,Rare Bear Fresh Basil & Tomato Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,16,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9978370,Coles Kitchen Creamy Pesto Sauce,Coles Kitchen,480g,4.95,,1.03,100g,False,17,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8155850,Rare Bear Roasted Tomato Garlic & Shiraz Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,18,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156047,Rare Bear Creamy Tomato Cashew & Vodka Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,19,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1437467,Rana Tomato & Mascarpone Sauce,Rana,400g,6.3,9,1.58,100g,False,20,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1437489,Rana Creamy Mushroom Sauce,Rana,400g,6.3,9,1.58,100g,False,21,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9990670,On The Menu Fresh Bolognese Sauce,On The Menu,425g,5.5,7.5,,100g,True,22,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9990648,On The Menu Fresh Napoli Sauce,On The Menu,425g,6,7.5,1.41,100g,False,23,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8154380,Rare Bear Roasted Capsicum & Kalamata Olive Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,24,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8154482,Rare Bear Tomato Mushroom & Truffle Infused Pasta Sauce,Rare Bear,450g,13.5,,3,100g,False,25,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9990637,On The Menu Fresh Creamy Tomato Sauce,On The Menu,425g,6,7.5,1.41,100g,False,26,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1072404,Dolmio Extra Pasta Sauce Meatballs,Dolmio Extra Pasta Sauce,500g,4.6,,0.92,100g,False,27,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8020952,Lello Ortolana Sugo,Lello,500g,9.95,,1.99,100g,False,28,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8020599,Lello Tomato & Basil Sugo,Lello,500g,9.95,,1.99,100g,False,29,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8080240,Lello Spicy Calabrian Nduja Sugo,Lello,500g,11.5,,2.3,100g,False,30,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8080251,Lello Vegan Bolognese Sugo,Lello,500g,9.95,,1.99,100g,False,31,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,7831440,Australian Organic Food Co Passata,Australian Organic Food Co,500g,4.4,,0.88,100g,False,32,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156819,Rare Bear Basil & Macadamia Pesto,Rare Bear,250g,13.5,,5.4,100g,False,33,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156150,Rare Bear Sundried Tomato & Macadamia Pesto,Rare Bear,250g,13.5,,5.4,100g,False,34,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156808,Rare Bear Roastd Capsicum Chilli & Cashew Pesto,Rare Bear,250g,13.5,,5.4,100g,False,35,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156783,Rare Bear Rocket & Pistachio Pesto,Rare Bear,250g,13.5,,5.4,100g,False,36,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156036,Rare Bear Roasted Garlic & Chilli Pesto,Rare Bear,250g,13.5,,5.4,100g,False,37,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8156820,Rare Bear Parsley Lemon & Almond Pesto,Rare Bear,250g,13.5,,5.4,100g,False,38,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1385512,Continental Pasta & Sauce Alfredo,Continental,80g,1.5,3,1.88,100g,False,39,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,2683833,Leggos Tuna Bake Pasta Sauce,Leggos,500g,4.3,,0.86,100g,False,40,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,8706217,Tutto Pasta Gluten Free Fettucine With Creamy Rose Sauce,Tutto Pasta,350g,9,,2.57,100g,False,41,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,3860560,Eskal Garden Vegetables Pasta Sauce,Eskal,340g,4.2,,1.24,100g,False,42,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,9528952,Divella Pronto Mediterraneo Pasta Sauce,Divella,680g,3.5,4.6,0.51,100g,False,43,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,2683844,Leggo's Creamy Tomato & Mozzarella Pasta Bake Sauce,Leggo's,500g,4.3,,0.86,100g,False,44,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1385691,Continental Pasta & Sauce Four Cheeses,Continental,145g,4,,2.76,100g,False,45,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1385614,Continental Pasta & Sauce Chicken Curry,Continental,145g,4,,2.76,100g,False,46,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,4727383,Continental Alfredo Family Pasta And Sauce,Continental,145g,4,,2.76,100g,False,47,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
coles,1385465,Continental Pasta & Sauce Chicken Curry,Continental,80g,1.5,3,1.88,100g,False,48,pasta sauce 500g,pantry,2026-09-01,2026-08-31T20:10:56.449296+00:00
woolworths,601342,Woolworths Jasmine Rice 1kg,Woolworths,1kg,3.2,3.2,0.32,100G,False,1,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,334882,Nice Rice Jasmine Rice 1kg,Nice Rice,1kg,4.5,4.5,0.45,100G,False,2,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,961822,Sunrice Premium Thai Hom Mali Jasmine Rice 1kg,Sunrice,1kg,7.5,7.5,0.75,100G,False,3,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,267557,Sunrice Rice Jasmine 1kg,Sunrice,1kg,3.25,4.55,0.33,100G,True,4,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,6035128,ARMC Jasmine Rice 5kg,ARMC,5kg,30,30,0.6,100G,False,5,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,109277,Sunrice Jasmine Rice 2kg,Sunrice,2kg,6.8,6.8,0.34,100G,False,6,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,601343,Woolworths Jasmine Rice 5kg,Woolworths,5kg,13.5,13.5,0.27,100G,False,7,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,803520,Sunrice Jasmine Fragrant Rice 5kg,Sunrice,5kg,27,27,0.54,100G,False,8,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,755971,Macro Organic Jasmine Rice 750g,Macro,750g,4.8,4.8,0.64,100G,False,9,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,6039185,Sunrice Premium Thai Hom Mali Jasmine Rice 5kg,Sunrice,5kg,17.9,35.8,0.36,100G,True,10,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,5963814,Sunrice Jasmine Rice,Sunrice,1kg,4.5,,0.45,100g,False,1,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,7499660,Nice Rice Australian Jasmine Rice,Nice Rice Australian,1Kg,4.5,,0.45,100g,False,2,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,7423217,Sunrice Jasmine Rice,Sunrice,2kg,6.8,,0.34,100g,False,3,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,4363786,Sunrice Jasmine White Rice,Sunrice,5kg,13.5,27,0.27,100g,False,4,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,8739056,Sunrice Premium Jasmine,Sunrice,1Kg,7.5,,0.75,100g,False,5,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,8739067,Sunrice Premium Jasmine,Sunrice,5kg,35,,0.7,100g,False,6,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,8703004,Coles Jasmine Rice,Coles,1kg,3.5,,0.35,100g,False,7,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,9540299,Coles Jasmine Rice,Coles,2kg,5.5,,0.27,100g,False,8,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,2599420,Coles Jasmine Rice,Coles,5kg,13.5,,0.27,100g,False,9,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,7639464,Dragon Jasmine Rice,Dragon,5kg,23,,0.46,100g,False,10,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,4685294,Sungrow Rice Jasmine,Sungrow,1 kg,3.25,,0.33,100g,False,11,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1135140,Fortune Everyday Jasmine Rice,Fortune,10kg,30,,0.3,100g,False,12,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1135184,Fortune Fragrant Jasmine Rice,Fortune,10Kg,34,,0.34,100g,False,13,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,4685308,Sungrow Rice Jasmine,Sungrow,5Kg,13,,0.26,100g,False,14,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,7746704,Sunrice Microwave Jasmine Rice Pouch,Sunrice,450g,3.95,,0.88,100g,False,15,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,4854380,Sunrice Microwave Jasmine Rice Pouch,Sunrice,250g,3,,1.2,100g,False,16,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1856506,Sunrice Protein+ Jasmine Rice Pouch,Sunrice,250g,4.5,,1.8,100g,False,17,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,8478509,Sunrice Microwave Jasmine Rice Cup 2x125g,Sunrice,250g,3.5,,1.4,100g,False,18,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1856540,Sunrice Mwr Protein Jasmine Rice Cup,Sunrice,250g,4.5,,1.8,100g,False,19,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1155068,Kroya Fragrant Jasmine Rice,Kroya,2Kg,8,,0.4,100g,False,20,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,7639293,Thai Moon Hom Mali Jasmine Rice,Thai Moon,5kg,27,,0.54,100g,False,21,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,1302005,Kroya Fragrant Purple Jasmine Rice,Kroya,5kg,18,,3.6,1kg,False,22,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
coles,8471383,Coles Microwave Jasmine Rice,Coles,250g,1.65,,0.66,100g,False,23,jasmine rice 1kg,pantry,2026-09-01,2026-08-31T20:10:58.456889+00:00
woolworths,793114,Weet-Bix Breakfast Cereal 575g,Weet-Bix,575g,5,5,0.87,100G,False,1,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,245169,Weet-Bix Blends Multi Grain+ Breakfast Cereal 575g,Weet-Bix,575g,5,6.5,0.87,100G,True,2,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,200695,Weet-Bix Breakfast Cereal 1.2kg,Weet-Bix,1.2kg,7,7,0.58,100G,False,3,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,142976,Weet-Bix Little Kids Breakfast Cereal 400g,Weet-Bix,400g,5,5,1.25,100G,False,4,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,199796,Weet-Bix Honey & Golden Oats 450g,Weet-Bix,450g,5,6.5,1.11,100G,True,5,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,319430,Weet-Bix Bites Apricot Breakfast Cereal 500g,Weet-Bix,500g,4.5,6.5,0.9,100G,True,6,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,658537,Weet-Bix Cholesterol Lowering Breakfast Cereal 440g,Weet-Bix,440g,7.5,7.5,1.7,100G,False,7,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,476928,Weet-Bix Gluten Free Coconut & Cinnamon Breakfast Cereal 400g,Weet-Bix,400g,5.5,5.5,1.38,100G,False,8,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,794875,Weet-Bix Gluten Free Breakfast Cereal 375g,Weet-Bix,375g,5,5,1.33,100G,False,9,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
woolworths,33021,Weet-Bix Breakfast Cereal 375g,Weet-Bix,375g,4,4,1.07,100G,False,10,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
coles,2001784,Sanitarium Weet-bix Breakfast Cereal,Sanitarium,575g,3.5,5,0.61,100g,False,1,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
coles,429612,Sanitarium Weet-bix Multi-grain Breakfast Cereal,Sanitarium,575g,6.5,,1.13,100g,False,2,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
coles,9393015,Sanitarium Weet-bix Cereal,Sanitarium,1.2kg,7,,0.58,100g,False,3,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
coles,133117,Sanitarium Weet-bix Breakfast Cereal,Sanitarium,375g,4,,1.07,100g,False,4,weet-bix 575g,pantry,2026-09-01,2026-08-31T20:11:00.315668+00:00
